name,price,url,small_description,images_src,full_description,additional_info,box_contents,sleeve_contents
Love Letter - 2025 Edition (TH) จดหมายรัก - ฉบับ 2025,฿550.00,https://siamboardgames.com/product/love-letter-2025/,ประเภทบอร์ดเกม : ครอบครัว อายุ : 10+ จำนวนผู้เล่น : 2-6 คน เวลา : 15-45 นาที,"['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-family-30-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2025/02/3DBox-Love-Letter-2025-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2025/02/Love-Letter-2025-01-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/02/LoveLetter6P-03-600x600.png']","['เกมส่งจดหมายรักเพื่อมัดใจเจ้าหญิง โดยเราจะต้องกำจัดศัตรูหัวใจให้หมด ผู้ชนะคือผู้ยืนหยัดเป็นคนสุดท้าย และยิ่งใหญ่ที่สุด', 'ปาร์ตี้เกมที่พกพาง่าย สามารถเล่นได้ถึง 6 คน เหมาะกับผู้เล่นมือใหม่ หรือเล่นคั่นเวลาระหว่างเกม เพราะเกมนี้ทั้ง สนุก ฮา และยังใช้เวลาไม่นาน ตัวเกมมาในซองกำมะหยี่ กับธีมส่งจดหมายรักให้เจ้าหญิง ที่เราต้องกำจัดศัตรูหัวใจให้หมด เพื่อเป็นผู้ชนะในเกมนี้']","[('น้ำหนัก', '1 กก.'), ('ขนาด', '15 × 15 × 10 เซนติเมตร'), ('ตัวเลือก', 'เฉพาะเกม, เกม+ซองหนา90, เกม+ซองหนา60')]","['การ์ดเล่น 21 ใบ', 'การ์ดคู่มือ 6 ใบ', 'โทเค่นเสน่หา 13 อัน', 'ถุงผ้า 1 ถุง']","['ซองใส่การ์ด: White Diamond', 'ขนาดซอง: 63.5 x 88 มม.', 'จำนวน: 27ซอง / 1 แพ็ค']"
Exploding Kittens Burglar Edition (TH) เหมียวระเบิด เมี้ยวขโมยเอดิชั่น,฿990.00,https://siamboardgames.com/product/exploding-kittens-burglar-th/,ประเภทบอร์ดเกม : ปาร์ตี้ อายุ : 7+ จำนวนผู้เล่น : 2-5 คน เวลา : 15-30 นาที,"['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-party-15-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2025/02/Sale-EK-Burglar-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2025/02/3DBox-EK-Burglar-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2025/02/EK-Burglar-02-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2025/02/EK-Burglar-03-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2025/02/EK-Burglar-01-600x600.png']","['เกมเหมียวระเบิด รูปแบบการเล่นเหมือนการเดิมพันรัสเซียนรูเล็ตต์ที่ต้องอาศัยกลยุทธ์และพลังแมวเหมียว ผู้เล่นจะผลัดกันจั่วการ์ดจนกว่าจะมีคนจั่วเจอแมวระเบิดและระเบิดตัวตายออกจากเกม นอกจากว่าจะมีการ์ดปลดระเบิดที่ช่วยให้รอดตายจากแมวด้วยการใช้ปากกาเลเซอร์ล่อแมว เกาพุง หรือแซนด์วิชกัญชาแมว ส่วนการ์ดอื่นๆ ในกองมีไว้เพื่อช่วยให้ผู้เล่นสามารถหลีกเลี่ยงหรือย้ายที่แมวระเบิดได้', 'เพิ่มความมันส์ของเกมด้วยกิมมิคของเหมี๊ยวขโมย ที่เมื่อน้องแมวสุดแสบตัวนี้อยู่ด้านหน้าใคร ผู้เล่นคนนั้นสามารถส่งเจ้าเหมียวตัวนี้ไปขโมยการ์ดแมวของผู้เล่นคนอื่นได้!']","[('น้ำหนัก', '1 กก.'), ('ขนาด', '20 × 29 × 15 เซนติเมตร'), ('ตัวเลือก', 'เฉพาะเกม, เกม+ซองหนา90, เกม+ซองหนา60, เกมห่อปก, เกมห่อปก+ซอง')]","['การ์ด เหมียวระเบิด 4 ใบ', 'การ์ด ปลดระเบิด 6 ใบ', 'การ์ด โจมตี 4 ใบ', 'การ์ด ข้าม 4 ใบ', 'การ์ด ดูอนาคต 5 ใบ', 'การ์ด สับกอง 4 ใบ', 'การ์ด ช่วยหน่อย 4 ใบ', 'การ์ด ม่าย 5 ใบ', 'การ์ด แมว แบบละ 4 ใบ', 'คู่มือ 1 เล่ม', 'ตุ๊กตาโฟมเมี๊ยวขโมย 1 ตัว']","['ซองใส่การ์ด: White Diamond', 'ขนาดซอง: 63.5 x 88 มม.', 'จำนวน: 56ซอง / 2 แพ็ค']"
Shadow House Masquerade (TH) ใครฆ่าเคานต์? คฤหาสน์เงา,฿690.00,https://siamboardgames.com/product/shadow-house/,ประเภทบอร์ดเกม : ปาร์ตี้ อายุ : 8+ จำนวนผู้เล่น : 3-8 คน เวลา : 10-20 นาที,"['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-party-13-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2025/01/3DBox-ShadowHouse-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2025/01/ShadowHouse-03-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2025/01/ShadowHouse-01-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2025/01/ShadowHouse-02-600x600.png']","['ราตรีนี้สว่างไสวด้วยแสงจันทร์นวลที่อาบส่องท้องนภา คุณได้รับเชิญให้เข้าร่วมสังสรรค์กับบรรดาขุนนางผู้สูงศักดิ์ ณ คฤหาสน์หรูหราอลังการหลังหนึ่ง', 'จู่ๆ... เสียงร้องโหยหวนก็ดังก้องไปทั่วคฤหาสน์', '""อ๊าาาาาาาา! ท่านเคานต์แชโดว์ตายแล้ว!!!""', 'แม้จะเกิดความโกลาหลหลังจากนั้น แต่หัวหน้าพ่อบ้านก็รีบล็อกประตูทางออกทุกบานไว้ทันที ขณะนี้คนร้ายไม่สามารถหนีออกไปไหนได้แล้ว พวกคุณจะสามารถหาตัวฆาตกรที่แฝงตัวอยู่ได้หรือไม่? หรือจะปล่อยให้มันปะปนอยู่กับบรรดาแขกได้นานพอ... จนรอดพ้นการจับกุม!?', 'ในเกมนี้ผู้เล่นจะต้องตามหาคนที่ถือการ์ดคนร้ายให้เจอ โดยการผลัดกันเล่นการ์ดและใช้ความสามารถต่างๆบนการ์ดไปเรื่อยๆ เกมจะจบรอบลงเมื่อคนร้ายสามารถลงการ์ดในรอบสุดท้ายของตาเล่นได้สำเร็จ หรือ มีนักสืบจะสามารถจับตัวคนร้ายได้สำเร็จ ทีมที่ชนะในแต่ละรอบนั้นจะได้รับคะแนนไป']","[('น้ำหนัก', '0.8 กก.'), ('ขนาด', '18 × 12 × 4 เซนติเมตร'), ('เหมาะสำหรับ', 'วัยรุ่น, วัยทำงาน, เด็กโต'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที, 30 นาที ขึ้นไป'), ('ตัวเลือก', 'เฉพาะเกม, เกม+ซองหนา90, เกม+ซองหนา60, เกมห่อปก, เกมห่อปก+ซอง')]","['การ์ด 36 ใบ', 'โทเคนคะแนน 23 อัน', 'โทเคนกุญแจมือ 1 อัน']","['ซองใส่การ์ด: White Diamond', 'ขนาดซอง: 63.5 x 88 มม.', 'จำนวน: 36ซอง / 1 แพ็ค']"
Ultimate Werewolf Extreme (TH) เกมล่าปริศนามนุษย์หมาป่า Extreme,฿850.00,https://siamboardgames.com/product/werewolf-extreme/,ประเภทบอร์ดเกม : ปาร์ตี้ อายุ : 14+ จำนวนผู้เล่น : 5-75 คน เวลา : 30-95 นาที,"['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-party-7-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/11/3DBox-WerewolfExtreme-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/11/Component01-1-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/11/Component02-1-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/11/Component03-600x600.png']",[],"[('น้ำหนัก', '0.8 กก.'), ('ขนาด', '18 × 12 × 4 เซนติเมตร'), ('เหมาะสำหรับ', 'วัยรุ่น, วัยทำงาน, เด็กโต'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที, 30 นาที ขึ้นไป'), ('ตัวเลือก', 'เฉพาะเกม, เกม+ซองหนา90, เกม+ซองหนา60, เกมห่อปก, เกมห่อปก+ซอง')]","['การ์ดบทบาท\xa088\xa0ใบ', 'คู่มือการเล่นฉบับรวบรัด', 'คู่มือสรุปบทบาทฉบับสมบูรณฺ์', 'หอคอยงาช้าง', 'แผ่นบันทึกสำหรับผู้ดำเนินเกม', 'ออร์แกไนซ์\xa0GameTrayz']","['ซองใส่การ์ด: White Diamond', 'ขนาดซอง: 63.5 x 88 มม.', 'จำนวน:88\xa0ซอง\xa0/\xa02\xa0แพ็ค']"
Superstore 3000 (TH) ซูเปอร์สโตร์ 3000,"฿1,750.00",https://siamboardgames.com/product/superstore-3000/,ประเภทบอร์ดเกม : ครอบครัว อายุ : 10+ จำนวนผู้เล่น : 2 - 4 คน เวลา : 30 - 45 นาที,"['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-family-31-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/10/3DBox-Superstore-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/10/Superstore-02-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/10/Superstore-01-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/10/Superstore-03-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/10/Superstore-04-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/10/Superstore-05-600x600.png']",[],"[('น้ำหนัก', '1.2 กก.'), ('ขนาด', '27 × 29 × 10 เซนติเมตร'), ('เหมาะสำหรับ', 'ผู้สูงอายุ, วัยรุ่น, วัยทำงาน, เด็กโต'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที, 30 นาที ขึ้นไป')]","['แผ่นพื้นที่ห้าง 96 แผ่น', 'แผ่นสถานที่ท่องเที่ยว 14 แผ่น', 'การ์ดสถานที่ท่องเที่ยว 16 ใบ', 'Dispenser 3000 1 เครื่อง', 'ลูกค้า 56 ตัว', 'แผ่นทางเข้าหลัก 4 แผ่น', 'แผ่นสถานี 8 แผ่น', 'กระดานสถานี 1 แผ่น', 'แผ่นเงินเริ่มต้น 12 แผ่น', 'ไม้บรรทัด 4 อัน', 'โทเคนลูกโป่ง 12 อัน', 'สแตนดี้ผู้เล่นคนแรก 1 ตัว']","['ซองใส่การ์ด: Golden Gold', 'ขนาดซอง: 70 x 70 มม.', 'จำนวน: 16 ซอง / 1 แพ็ค']"
Get Bit (TH) ฉลามงับ,฿750.00,https://siamboardgames.com/product/get-bit/,ประเภทบอร์ดเกม : ปาร์ตี้ อายุ : 7+ จำนวนผู้เล่น : 2-7 คน เวลา : 20 นาที,"['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-party-14-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/09/3DBox-GetBit-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/09/GetBit-01-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/09/GetBit-06-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/09/GetBit-07-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/09/GetBit-08-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/09/GetBit-02-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/09/GetBit-03-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/09/GetBit-04-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/09/GetBit-05-600x600.png']",[],"[('น้ำหนัก', '0.5 กก.'), ('ขนาด', '20 × 20 × 10 เซนติเมตร'), ('เหมาะสำหรับ', 'ผู้สูงอายุ, วัยรุ่น, วัยทำงาน, เด็กโต'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที, 30 นาที ขึ้นไป')]","['การ์ดนักประดาน้ำ 42 ใบ', 'ฉลามยาง 1 ตัว', 'นักประดาน้ำ 6 ตัว', 'คู่มือ\xa01\xa0เล่ม']","['ซองใส่การ์ด: White Diamond Lily', 'ขนาดซอง: 63.5 x 88 มม.', 'จำนวน: 42 ซอง / 1 แพ็ค']"
Book - Sherlock Holmes & Moriarty Associates (TH) เชอร์ล็อคโฮล์มส์ & มอริอาร์ตี้ พันธมิตรอันตราย,฿545.00,https://siamboardgames.com/product/book-sherlock-holmes-moriarty-associates/,"ประเภทบอร์ดเกม : หนังสือ, สืบสวน อายุ : 10+ จำนวนผู้เล่น : 1 คน เวลาในการเล่น : -","['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-family-32-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/08/3DBox-Sherlock-Moriarty-600x600.png']","['พบกับประสบการณ์ใหม่ การผจญภัยผ่านหนังสือการ์ตูน!', 'หนังสือที่คุณถืออยู่นี้คือ ""การ์ตูนเกมผจญภัย"" ซึ่งเป็นการผสมผสานหนังสือปริศนาลับสมองกับหนังสือการ์ตูนเข้าด้วยกัน และในหนังสือเล่มนี้ คุณคือฮีโร่ที่จะได้เลือกเส้นทาง ตัดสินใจพูดคุย ต่อกรเหล่าร้าย เอาตัวรอดจากกับดัก ไขปริศนาให้สำเร็จ และสร้างเรื่องราวการผจญภัยในแบบฉบับของคุณเอง จนสามารถปราบอาชญากรร้ายให้ได้ในที่สุด! มีเพียงทักษะการค้นหาความจริง และสติปัญญาที่ลับมาจนแหลมคมเท่านั้นที่จะนำคุณไปสู่ชัยชนะ โดยสืบสวนคดีปริศนา ตัดสินใจเลือกเส้นทาง และดำดิ่งไปสู่การผจญภัยของคุณเอง!', 'การเดินทางด้วยรถไฟธรรมดาๆ กลับกลายเป็นการผจญภัยที่เต็มไปด้วยเรื่องลุ้นระทึก เมื่อคู่หูยอดนักสืบเชอร์ล็อค โฮล์มส์ และดร.วัตสัน ต้องเผชิญกับคดีประหลาด ทั้งโจรกรรม ฆาตกรรม และการลักพาตัว! แต่สิ่งที่น่ากังวลที่สุดในการผจญภัยครั้งนี้คงไม่พ้นการที่ยอดนักสืบชื่อดังของเราจำเป็นต้องร่วมมือกับศัตรูคู่อาฆาตเจมส์ มอริอาร์ตี้!']","[('น้ำหนัก', '0.8 กก.'), ('ขนาด', '21 × 15 × 2 เซนติเมตร'), ('เหมาะสำหรับ', 'วัยรุ่น, วัยทำงาน, เด็กโต'), ('เวลาในการเล่น', '1 ชั่วโมง ขึ้นไป, 2 ชั่วโมง ขึ้นไป')]",[],[]
Wyrmspan (TH) ปีกมังกร,"฿2,475.00",https://siamboardgames.com/product/wyrmspan-th/,ประเภทบอร์ดเกม : กลยุทธ์ อายุ : 14+ จำนวนผู้เล่น : 1-5 คน เวลาในการเล่น : 90 นาที,"['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-strategy-2-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/08/3DBox-Wyrmspan-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/08/Wyrmspan-01-600x600.png']","['คุณคือนักมังกรวิทยามือสมัครเล่นในโลกของ ปีกมังกร สถานที่ที่เต็มไปด้วยมังกรหลากรูปร่าง หลากขนาด หลากสีสันโบยบินทั่วท้องนภา เป้าหมายของคุณคือการขุดเจาะถ้ำวงกตลึกลับซึ่งคุณเพิ่งค้นพบบนผืนดินของคุณและล่อให้สิ่งมีชีวิตชั้นสูงเหล่านี้เข้ามาอาศัยอยู่ในถ้ำที่คุณตระเตรียมไว้ให้เป็นแซงค์ทั่วรี่(เขตพิทักษ์มังกร) แห่งนี้', 'ในเกมปีกมังกร คุณจะได้สร้างแซงค์ทัวรี่ให้เป็นที่อยู่อาศัยของเหล่ามังกร แซงค์ทัวรี่ของคุณในตอนเริ่มเกมจะมีช่องที่ขุดเจาะไว้แล้ว 3 ช่อง ซึ่งก็คือช่องซ้ายสุดในแถว ถ้ำหินโลหิต ถ้ำโพรงทองคำ และ ถ้ำหลุมอเมทิสต์ ในระหว่างเกม คุณจะได้ขยายพื้นที่ถ้ำทั้ง 3 นี้จากซ้ายไปขวา เริ่มจากการขุดเจาะช่องว่าง จากนั้นจึงขะววางมังกรลงในช่องที่ขุดไว้แล้ว', 'ในแต่ละตาเล่น คุณจะต้องทำ 1 แอคชั่นจาก 5 แอคชั่นที่มีให้เลือด ขุดถ้ำ 1 ช่อง , ล่อมังกร 1 ตัวให้เข้ามาอาศัยอยู่ในช่องที่ขุดไว้แล้ว , สำรวจถ้ำหินโลหิต , สำรวจถ้ำโพรงทองคำ หรือ สำรวจถ้ำหลุมอเมทิสต์', 'เกมปีกมังกร ประกอบด้วยการเล่น 4 รอบ ในแต่ละรอบผู้เล่นจะผลัดกันเข้าตาเล่นหลายๆ ตาเวียนตามเข็มนาฬิกา โดยเริ่มจากผู้เล่นที่มีตัวกำกับผู้เล่นคนแรกผู้เล่นจะเวียนกันเข้าตาเล่นไปเรื่อยๆ จนกว่าจะตัดสินใจบอกผ่าน ซึ่่งมักเกิดขึ้นตอนที่ผู้เล่นใช้เหรียญจนหมดหรือไม่มีมังกรตัวไหนในมือที่ต้องการเล่น (หรือสามารถเล่นได้) เมื่อผู้เล่นบอกผ่านไปแล้วก็จะไม่มีสิทธิ์เข้าตาเล่นอีกในรอบนั้น แต่ยังคงมีสิทธิ์ได้รับประโยชน์ จากผลพิเศษต่างๆ ที่เกิดขึ้นในตาเล่นของผู้เล่นอื่นผู้เล่นคนอื่นๆ ที่ยังไม่บอกผ่านจะผลัดกันเข้าตาเล่นต่อไปจนกว่าทุกคนจะใช้เหรียญจนหมดหรือเลือกที่จะผ่าน เมื่อผู้เล่นทุกคนผ่านแล้ว รอบการเล่นนั้นจึงจะสิ้นสุดลง', 'ผู้ชนะในเกมปีกมังกร คือผู้เล่นที่ทำคะแนนได้สูงที่สุด']","[('น้ำหนัก', '2 กก.'), ('ขนาด', '27.5 × 21.5 × 6 เซนติเมตร'), ('เหมาะสำหรับ', 'วัยรุ่น, วัยทำงาน, เด็กโต'), ('เวลาในการเล่น', '1 ชั่วโมง ขึ้นไป')]","['กระดานกิลด์มังกร 1 แผ่น', 'แผ่นกิลด์มังกร 4 แผ่น', 'การ์ดมังกร 183 ใบ', 'การ์ดถ้ำ 75 ใบ', 'กระดานวางการ์ด 1 แผ่น', 'กระดานนับรอบ 1 แผ่น', 'แผ่นเป้าหมาย 10 แผ่น', 'แผ่นผู้เล่น 5 แผ่น', 'ไกด์สอนเล่นฉบับรวบรัด 10 แผ่น', 'แผ่นนับคะแนน 1 ปึก', 'เหรียญ (สีเงิน) 45 เหรียญ', 'โทเคนเนื้อ (สีแดง) 45 อัน', 'โทเคนทอง (สีเหลือง) 25 อัน', 'โทเคนคริสตัล (สีม่วง) 25 อัน', 'โทเคนนม (สีขาว) 25 อัน', 'ไข่ 55 ฟอง', 'โทเคนตัวคุณ (สำหรับทรัพยากรและไข่) 20 อัน', 'ตัวกำกับรอบ 1 อัน', 'ตัวกำกับผู้เล่นคนแรก 1 อัน', 'นักผจญภัย 5 ตัว', 'เม็ดกำกับผู้เล่น 40 เม็ด', 'โทเคนกิลด์ 5 อัน', 'คู่มือ 1 เล่ม']","['ซองใส่การ์ด: Purple Alexandrite', 'ขนาดซอง: 57.5 x 89 มม.', 'จำนวน: 210 ซอง / 5 แพค']"
Inori อิโนริ,"฿1,500.00",https://siamboardgames.com/product/inori/,ประเภทบอร์ดเกม : ครอบครัว อายุ : 10+ จำนวนผู้เล่น : 2-4 คน เวลาในการเล่น : 40 นาที,"['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-family-33-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/08/3DBox-Inori-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/08/Inori-01-600x600.png']","['ณ หุบเขาอิโนริ หมู่บ้านต่างๆถูกสร้างขึ้นใต้ร่มเงาของต้นไม้ศักดิ์สิทธิ์ขนาดมหึมา ผู้คนต่างใช้ชีวิตอยู่ร่วมกับเหล่าภูติผู้แสนอารี ในทุกๆปี หัวหน้าของแต่ละหมู่บ้านจะนำบรรณาการมาถวายแด่เหล่าภูติและสร้างแท่นบูชาขึ้นบนมหาพฤกษา เพื่อเป็นการแสดงความเคารพ และรับความโปรดปรานจากเหล่าภูติให้ได้มากกว่าใคร เพื่อให้ได้มาซึ่งตำแหน่ง ""ผู้พิทักษ์มหาพฤกษา"" ประจำปี', '', 'ในเกมนี้ผู้เล่นจะต้องแข่งกันเก็บคะแนนความโปรดปรานจากการบรรณาการเหล่าภูต โดยในแต่ละเทิร์นผู้เล่นจะต้องเลือกระหว่างการวางตัวบรรณาการบนการ์ดหรือบนกระดานมหาพฤกษาและแสดงผลที่เกิดขึ้น เมื่อผู้เล่นทุกคนเล่นจนตัวบรรณาการหมดจะถือว่าสิ้นสุดฤดูกาล จะทำการตรวจสอบการ์ด เก็บตัวบรรณาการคืน และ เปลี่ยนเป็นการ์ดใบใหม่ แล้วจึงเข้าสู่การเล่นฤดูกาลถัดไป เกมจะจบเมื่อเล่นครบ 4 ฤดูกาล ผู้เล่นที่ได้รับคะแนนมากที่สุดจะเป็นผู้ชนะ']","[('น้ำหนัก', '1.5 กก.'), ('ขนาด', '27.5 × 21.5 × 6 เซนติเมตร'), ('เหมาะสำหรับ', 'วัยรุ่น, วัยทำงาน, เด็กโต'), ('เวลาในการเล่น', '30 นาที ขึ้นไป, 1 ชั่วโมง ขึ้นไป')]","['กระดานเกม 1 แผ่น', 'โทเคนความโปรดปราน 90 อัน (ตามสีภูต สีละ 15 อัน)', 'แผ่นรูน 15 แผ่น', 'แผ่นแท่นบูชา แบบสองด้าน 6 แผ่น (ตามสีภูติ สีละ 1 แผ่น)', 'การ์ด ""จุดเริ่มต้น"" 12 ใบ', 'การ์ด ""จุดเริ่มต้นใหม่"" 6 ใบ', 'การ์ดเส้นทาง 36 ใบ (ตามสีภูต สีละ 6 ใบ)', 'ตัวกำกับบรรณาการกลาง (2 อัน)', 'ตัวกำกับคะแนน 4 ตัว (ตามผู้เล่นคนละตัว)', 'ตัวกำกับบรรณาการ 28 ตัว (สำหรับผู้เล่นคนละ 7 ตัว)', 'แผ่นกำกับสีผู้เล่น 4 แผ่น', 'คู่มือสอนเล่น 1 เล่ม']",[]
Ramen Extreme (TH) ราเมน สุดขีด!,฿550.00,https://siamboardgames.com/product/ramen-extreme/,ประเภทบอร์ดเกม : ปาร์ตี้ อายุ : 8+ จำนวนผู้เล่น : 2-5 คน เวลา : 20 นาที,"['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-family-9-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/07/3DBox-Ramen-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/07/Ramen-01-600x600.png']",[],"[('น้ำหนัก', '0.5 กก.'), ('ขนาด', '20 × 20 × 10 เซนติเมตร'), ('เหมาะสำหรับ', 'ผู้สูงอายุ, วัยรุ่น, วัยทำงาน, เด็กโต'), ('เวลาในการเล่น', 'น้อยกว่า 30 นาที, 30 นาที ขึ้นไป'), ('ตัวเลือก', 'เฉพาะเกม, เกม+ซองหนา90, เกม+ซองหนา60')]","['ลูกเต๋า 5 ลูก', 'โทเคนวัตถุดิบ 48 อัน', 'การ์ดความเผ็ด 5 ใบ', 'การ์ดชามราเมน 14 ใบ', 'โทเคนตะเกียบ 5 อัน', 'โทเคนพริก 5 อัน', 'การ์ดหม้อไฟ 4 ใบ', 'คู่มือสอนเล่น 1 ชุด']","['ซองใส่การ์ด: White Diamond Lily', 'ขนาดซอง: 63.5 x 88 มม.', 'จำนวน: 19 ซอง / 1 แพ็ค']"
Splendor 2024 Edition (TH) เกมค้าเพชร ฉบับ 2024,"฿1,500.00",https://siamboardgames.com/product/splendor-2024/,ประเภทบอร์ดเกม : ครอบครัว อายุ : 10+ จำนวนผู้เล่น : 2-4 คน เวลา : 30 นาที,"['https://siamboardgames.com/wp-content/uploads/2025/03/boardgames-family-1-min-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/06/3DBox-Splendor-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/06/Splendor24-01-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/06/Splendor24-02-600x600.png', 'https://siamboardgames.com/wp-content/uploads/2024/04/มอก2562_Splendor-min-600x600.png']","['การจะเป็นพ่อค้าเพชรที่ร่ำรวยได้ต้องบริหารกิจการให้เป็น ใช้อัญมณีที่มีเพื่อลงทุนทำเหมืองแร่ ครอบครองเส้นทางการส่งออก ไปจนถึงการสร้างร้านค้าให้มีชื่อเสียง เพื่อได้รับการสนับสนุนจากเหล่าขุนนาง', '', 'ในโลกของเกมค้าเพชร พวกคุณจะได้สวมบทบาท เป็นพ่อค้าที่มีฐานะร่ำรวยแห่งยุคสมัยเรอแนสซองส์ ซึ่งกำลังจะเริ่มกิจการใหม่ในวงการอัญมณีคุณจะต้องตัดสินใจ ใช้ทรัพยากรที่คุณสะสมมาในการลงทุนทำเหมืองแร่ ซื้อเหมือง ครอบครองเส้นทางการส่งออกอัญมณี จ้างช่างเจียระไนเพชรผู้มีชื่อเสียง และสร้างเครือข่ายทางการค้า เพื่อให้ได้รับการสนับสนุนจากเหล่าขุนนาง และก้าวขึ้นมาเป็นผู้ที่มีชื่อเสียงมากที่สุดในโลกแห่งอัญมณี', '']","[('น้ำหนัก', '1.5 กก.'), ('ขนาด', '28 × 22 × 7 เซนติเมตร'), ('เหมาะสำหรับ', 'ผู้สูงอายุ, วัยรุ่น, วัยทำงาน, เด็กโต'), ('เวลาในการเล่น', '30 นาที ขึ้นไป')]","['มรกต 7 เหรียญ (สีเขียว)', 'เพชร 7 เหรียญ (สีขาว)', 'ไพลิน 7 เหรียญ (สีฟ้า)', 'นิล 7 เหรียญ(สีดำ)', 'ทับทิม 7 เหรียญ (สีแดง)', 'ทอง 5 เหรียญ (ใช้แทนอัญมณีสีอะไรก็ได้)', 'การ์ดระดับ 1 (40 ใบ)', 'การ์ดระดับ 2 (30 ใบ)', 'การ์ดระดับ 3 (20 ใบ)', 'แผ่นภาพขุนนาง (10 แผ่น)']","['ซองใส่การ์ด: White Diamond Lily', 'ขนาดซอง: 63.5 x 88 มม.', 'จำนวน: 90 ซอง / 2 แพค']"
